image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/61cEFL6Y49L.jpg,884560,item_weight,132.0 gram
https://m.media-amazon.com/images/I/817S4LJR21L.jpg,281678,item_weight,77.0 gram
https://m.media-amazon.com/images/I/81V9hFKQT4L.jpg,281678,item_weight,77.0 gram
https://m.media-amazon.com/images/I/81i7biHKFUL.jpg,957185,item_weight,100.0 gram
https://m.media-amazon.com/images/I/9146CDDyS1L.jpg,654649,item_weight,100.0 gram
https://m.media-amazon.com/images/I/61zbBwJJ86L.jpg,375816,item_weight,25 gram
https://m.media-amazon.com/images/I/61g2MIPw-SL.jpg,375816,item_weight,25 gram
https://m.media-amazon.com/images/I/61rViW3qEDL.jpg,375816,item_weight,25 gram
https://m.media-amazon.com/images/I/41fYovCueJL.jpg,529606,item_weight,150 gram
https://m.media-amazon.com/images/I/61dL1hqmPTL.jpg,529606,item_weight,150 gram
https://m.media-amazon.com/images/I/61ErAvSUnML.jpg,529606,item_weight,150 gram
https://m.media-amazon.com/images/I/41J6cTfYEJL.jpg,529606,item_weight,150 gram
https://m.media-amazon.com/images/I/51FHIAeaWpL.jpg,529606,item_weight,150 gram
https://m.media-amazon.com/images/I/51egZNPkbmL.jpg,529606,item_weight,150 gram
https://m.media-amazon.com/images/I/61ptgk7Z6NL.jpg,459516,item_weight,200 gram
https://m.media-amazon.com/images/I/61mR0nvTi2L.jpg,483370,item_weight,2460.0 gram
https://m.media-amazon.com/images/I/71kKyflqh-L.jpg,178958,maximum_weight_recommendation,7 kilogram
https://m.media-amazon.com/images/I/81jraWFAHEL.jpg,654649,item_weight,6.0 ton
https://m.media-amazon.com/images/I/61q8BFKyG5L.jpg,416664,item_weight,2.5 kilogram
https://m.media-amazon.com/images/I/711pKODV8fL.jpg,752266,wattage,60.0 watt
https://m.media-amazon.com/images/I/818ZG7g9hHL.jpg,746096,wattage,21.6 watt
https://m.media-amazon.com/images/I/818ZG7g9hHL.jpg,746096,voltage,240.0 volt
https://m.media-amazon.com/images/I/719SXCcE+yL.jpg,749917,item_weight,1300.0 gram
https://m.media-amazon.com/images/I/71KGqjaeU3L.jpg,271537,voltage,120.0 volt
https://m.media-amazon.com/images/I/81pIxwIlH1L.jpg,529606,item_weight,22.0 gram
https://m.media-amazon.com/images/I/81dTA+JL8hL.jpg,529606,item_weight,22.0 gram
https://m.media-amazon.com/images/I/91YXnPoBr9L.jpg,529606,item_weight,22.0 gram
https://m.media-amazon.com/images/I/61ssSqT8LBL.jpg,483370,item_weight,2022.0 gram
https://m.media-amazon.com/images/I/71rMtEbiU2L.jpg,932012,item_weight,220.0 gram
https://m.media-amazon.com/images/I/71DngBpcvfL.jpg,932012,item_weight,220.0 gram
https://m.media-amazon.com/images/I/81eYKrxwPeL.jpg,396159,item_weight,240.0 gram
https://m.media-amazon.com/images/I/41yG6r50SGL.jpg,477578,item_weight,47.0 gram
https://m.media-amazon.com/images/I/61CKA8YZZQL.jpg,731432,item_weight,11 pound
https://m.media-amazon.com/images/I/71GGzJw4lJL.jpg,731432,item_weight,5 kilogram
https://m.media-amazon.com/images/I/71s4ixwJ35L.jpg,731432,item_weight,6.6 pound
https://m.media-amazon.com/images/I/61oJbgINwyL.jpg,731432,item_weight,3 kilogram
https://m.media-amazon.com/images/I/71xNXOBXbeL.jpg,731432,item_weight,6.6 pound
https://m.media-amazon.com/images/I/81ILq5SlokL.jpg,731432,item_weight,5 kilogram
https://m.media-amazon.com/images/I/61qBC3QCpKL.jpg,731432,item_weight,3 kilogram
https://m.media-amazon.com/images/I/41jz25vrqpL.jpg,308671,item_weight,9 gram
https://m.media-amazon.com/images/I/81fRIl3bhHL.jpg,917343,item_weight,18.0 ounce
https://m.media-amazon.com/images/I/61ZcOamhAXL.jpg,359859,item_weight,0.13 pound
https://m.media-amazon.com/images/I/6179WU7pPnL.jpg,273748,item_weight,0.41 kilogram
https://m.media-amazon.com/images/I/711UcLF1AOL.jpg,563130,item_weight,2.0 pound
https://m.media-amazon.com/images/I/71bEyocs6cL.jpg,563130,item_weight,2.0 pound
